track,artist,release,streams
3 Headed Goat (feat. Lil Baby & Polo G),Lil Durk,2020,354889332
Monica,Kuami Eugene,2023,3604452
La Playa,Myke Towers,2019,322757243
UN RAGAZZO UNA RAGAZZA,The Kolors,2024,43499127
Pasilyo,SunKissed Lola,2022,219619875
Wasted Summers,juju<3,2023,145323071
Ruin,USHER,2024,19485870
RATATATA,BABYMETAL,2024,12875105
Seasons,Thirty Seconds To Mars,2023,21188649
Summer Days (feat. Macklemore & Patrick Stump of Fall Out Boy),Martin Garrix,2019,650003788
Con La Brisa,Foudeqush,2022,92384851
Someone To You,BANNERS,2017,840041803
Show Yourself,Idina Menzel,2019,261261513
Cheat On Me (feat. Dave),Burna Boy,2023,57146959
Winners In Paris,Sleepy Hallow,2024,9889717
In Your Love,Tyler Childers,2023,86069322
Poker Face,Lady Gaga,2008,1285242562
"Vigdiyan Heeran (From ""Honey 3.0"")",Yo Yo Honey Singh,2024,12044437
Que Hay Amor,Cris Mj,2024,30160112
Boogieman,EBK Jaaybo,2024,21255642
Overcompensate (edit),Twenty One Pilots,2024,12478109
"Maa Nammakam Nuvve Jagan, Vol 1",Jagananna Connects,2024,200302
Stunnin' (feat. Harm Franklin),Curtis Waters,2020,312678365
Privileged Rappers,Drake,2022,167840439
Beautiful As You,Thomas Rhett,2024,9327924
Umbrella,Rihanna,2007,1535595924
Candy,Doja Cat,2018,404872050
All I Need,Tyler Antonius,2024,168663071
Enough Is Enough,Post Malone,2023,106740885
Baddies,Aitch,2024,5698784
Baila Conmigo (with Rauw Alejandro),Selena Gomez,2021,479276199
Love Me,Lil Wayne,2013,773746724
Rag Doll - Live,Aerosmith,2023,1598680
Moon,Kanye West,2021,300082779
Notion,The Rare Occasions,2016,597718233
Essence (feat. Justin Bieber & Tems),Wizkid,2021,142075177
Outskirts,Sam Hunt,2023,66067682
X,Nicky Jam,2018,981323727
Old Days,Lil Durk,2024,9682984
boyfriend (with Social House),Ariana Grande,2019,809537829
Girls Just Wanna Have Some,dreamsoda,2024,51035638
"10,000 Hours",Dan + Shay,2019,1060667446
As the World Caves In,Sarah Cothran,2021,285568439
Dile a Tu Orgullo (En Vivo),Luis Alfonso Partida El Yaki,2022,94677649
Neverender,Justice,2024,18919068
Lottery (feat. LU KALA),Latto,2023,64851689
Sunshine,Tyga,2022,85785871
Si Tu Novio Te Deja Sola,J Balvin,2017,426104353
SHAKE SUMN,DaBaby,2023,70418045
Chained To The Rhythm,Katy Perry,2017,571538542
Afterglow,Ed Sheeran,2020,461495506
Mr. Brightside,The Killers,2004,2174022106
Promiscuous,Nelly Furtado,2006,1194124781
Black Swan,BTS,2020,459923962
HOT,SEVENTEEN,2022,210513394
i'm yours,Isabel LaRosa,2022,320296093
Sonchadi | Coke Studio Bharat,digV,2024,1315948
"Young, Wild & Free (feat. Bruno Mars)",Snoop Dogg,2011,1431126152
Kamar Teri Left Right Hale,Sandeep Surila,2020,22148259
Carta Aberta,MC Cabelinho,2023,52754470
Spongebob,Dante9k,2020,902103
The Thrill,Wiz Khalifa,2020,362756358
Yana Yana,Semicenk,2023,141236846
CIRCUS MAXIMUS,Travis Scott,2023,90921914
What is Love,TWICE,2018,442941122
SESSO E SAMBA (feat. Gaia),Tony Effe,2024,16883730
Pieces,Danilo Stankovic,2020,5467217
Glue Song,beabadoobee,2023,209167955
Life in Rio,Slowboy,2023,126698724
Help Me Help You (feat. Why Don't We),Logan Paul,2017,82539441
Distraction,Polo G,2022,103549505
VIBE (feat. Jimin of BTS),TAEYANG,2023,218831350
Bussin (with Rob49),Moneybagg Yo,2024,8635035
back to the moon,Gunna,2023,65374827
FourFiveSeconds,Rihanna,2015,1134470968
Washing Machine Heart,Mitski,2018,743015700
SAN BENEDETTO,Ron Gallo,2023,53305
Little Things,Jorja Smith,2023,46615691
Dead Man Walking,Brent Faiyaz,2020,390893607
Mil Preguntas,Q' Lokura,2024,11700613
Girls Need Love (with Drake) - Remix,Summer Walker,2018,625999943
Ball If I Want To,DaBaby,2021,216934691
As It Was,Harry Styles,2022,3299082422
dangerous,21 Savage,2024,47098347
Cake By The Ocean - Cover,MUSIC LAB JPN,2023,1621055370
Bellaquita,Dalex,2019,207093355
Limbo,Daddy Yankee,2012,508914869
Chamkeela Angeelesi,Santhosh Narayanan,2023,40358575
Hayloft II,Mother Mother,2022,216252006
Tormenta (feat. Bad Bunny),Gorillaz,2023,197096592
DJ Got Us Fallin' In Love,USHER,2010,841183589
DIE,Gazo,2022,168211673
You and Me,Shubh,2024,52919662
Please Don't Fall In Love With Me,Khalid,2024,32679509
Aullando,Wisin & Yandel,2018,407025386
El Incomprendido,Farruko,2021,186233910
23,Mike WiLL Made-It,2013,339514083
Guay,Ozuna,2024,25134764
Swang,Rae Sremmurd,2016,658051344
Broke Boys,Drake,2022,143220845
SMOKE IT OFF!,Lumi Athena,2022,185817317
Night Bus,KIDS,2022,5316
bad idea right?,Olivia Rodrigo,2023,432831676
What They Want,Russ,2016,569767392
All of Me - Radio Edit,John Legend,2014,2379787239
Take Care,Drake,2011,622498643
Smack That - Dirty,Akon,2006,1023825031
Ramen & OJ,Joyner Lucas,2021,260117606
Arhbo [Music from the FIFA World Cup Qatar 2022 Official Soundtrack],Ozuna,2022,49549021
MEGAVERSE,Stray Kids,2023,71016852
Come See Me,Rod Wave,2023,28876525
Cool With You,NewJeans,2023,165916276
Dark Matter,Pearl Jam,2024,11776885
Shameless,Camila Cabello,2019,524463179
New Freezer (feat. Kendrick Lamar),Rich The Kid,2017,317302250
GTA.mp3,Emilia,2023,103722826
Dembow,Danny Ocean,2017,579189526
WAKE UP!,MoonDeity,2022,152307497
ECHOES: Cala Boca Menino,Fire! Orchestra,2023,11960
Dembow,Danny Ocean,2017,579189526
Down Bad,Taylor Swift,2024,210385853
Fast,Juice WRLD,2019,392674468
Come and See Me (feat. Drake),PARTYNEXTDOOR,2016,609032900
Myself,Bazzi,2018,279105227
"BESAME (feat. Tiago PZK, Khea & Neo Pistea) - Remix",Bhavi,2024,66225764
LOCO,ITZY,2021,259023338
Life's A Mess (feat. Halsey),Juice WRLD,2020,319737440
Do I Wanna Know?,Arctic Monkeys,2013,2188592950
Cake By The Ocean - Cover,epi records,2023,1614203949
Bad Decisions (with BTS & Snoop Dogg),benny blanco,2022,259730016
Drums (Feat. Kim Petras),James Hype,2023,48573000
El Avioncito,Giblack,2021,11569095
Handle On You,Parker McCollum,2022,103858433
"Non, je ne regrette rien",?dith Piaf,2024,168750749
Montagem - Pr Funk,BARATO NATION,2023,332936854
Tunnel Vision,Kodak Black,2017,654828389
White Tee (with NO1-NOAH),Summer Walker,2020,277094824
I'm Not The Only One,Sam Smith,2014,93040974
Too Easy,Gunna,2021,133039977
Walking On A Dream,Empire Of The Sun,2008,923637058
Take Two,BTS,2023,259288333
Water (Remix),Tyla,2023,51588608
You Know You Like It,DJ Snake,2014,506083686
Bom Diggy,Zack Knight,2017,55362558
Mati-Matian,Mahalini,2024,52510463
Live Another Day,Kordhell,2021,283108875
Ana Ghaltan,Bahaa Sultan,2021,8316794
Sexo Virtual,Rauw Alejandro,2021,293361823
Chasin' You,Morgan Wallen,2018,609984789
Clouds,BUNT.,2023,149986283
Let Your Boys Be Country,Jason Aldean,2023,21485335
Spin You Around (1/24),Morgan Wallen,2024,77564567
Solo Me Dejaste,Grupo Marca Registrada,2022,175374235
Like I'm Gonna Lose You (feat. John Legend),Meghan Trainor,2015,1060255231
"Don't Give Up On Me - (From ""Five Feet Apart"")",Andy Grammer,2019,509011250
Jingle Bell Rock,Bobby Helms,2023,964357785
Talk Dirty (feat. 2 Chainz),Jason Derulo,2013,718634962
Nail Tech,Jack Harlow,2022,224376030
Lahore,Guru Randhawa,2018,77999
The Summoning,Sleep Token,2023,135976140
Feel It Still,Portugal. The Man,2017,1303018999
TROLLZ (with Nicki Minaj),6ix9ine,2020,169376113
Cover Me Up,Morgan Wallen,2019,457252350
Un Verano Sin Ti,Bad Bunny,2022,360149048
Mi Morenita,Grupo Marca Registrada,2024,8104357
Get A Guitar,RIIZE,2023,67887030
Heat,Gunna,2019,174090982
Birds In The Sky,New Era,2023,21664308
I Was Never There,The Weeknd,2018,995463505
How You Feel (Ft. Leven Kali),ANOTR,2024,9591249
Hang Tight Honey,Lainey Wilson,2024,2378738
Bar,TINI,2021,231155441
Case,Diljit Dosanjh,2023,48353674
Apa Fer Milaange,Savi Kahlon,2023,29171226
Socadona (feat. Mr. Vegas),LUDMILLA,2021,74338196
As It Was,Hundreds,2023,479006
Pelele,Morad,2021,153262121
"Ishq Jaisa Kuch (From ""Fighter"")",Vishal-Shekhar,2023,26192177
Krippy Kush,Farruko,2017,261207310
Do It,Kanye West,2024,58509914
Mtg Quero Te Encontrar,DJ LG PROD,2024,95980260
Umbrella (with 21 Savage & Young Nudy),Metro Boomin,2022,134971918
Cuaderno,Dalex,2019,415170963
Leja Re,Dhvani Bhanushali,2018,64612903
Paro - Speed Up,Nej,2021,92866817
"Burn, Burn, Burn",Zach Bryan,2022,261905370
Girl,Myke Towers,2020,358885100
Saving Up,Dom Dolla,2023,68053989
The Way Life Goes (feat. Oh Wonder),Lil Uzi Vert,2017,973400151
Headshot (feat. Polo G & Fivio Foreign),Lil Tjay,2021,331506695
"Gali Gali (From ""Kgf Chapter 1"")",Neha Kakkar,2018,74027513
Levels,Sidhu Moose Wala,2022,146988095
"Hey Mama (feat. Nicki Minaj, Bebe Rexha & Afrojack) - Boaz van de Beatz remix",Boaz van de Beatz,2015,24407534
If You're Happy and You Know It (Clap Your Hands),CoComelon,2022,433037
La player (Bandolera),Zion & Lennox,2018,603009543
ART,Tyla,2024,46863836
Let's Love,Sia,2020,222571023
DASH,NMIXX,2024,40620097
On My Mind,Diplo,2019,287897439
Vampiro,Matu?,2022,250112783
Another Late Night (feat. Lil Yachty),Drake,2023,61355849
Fire - Official UEFA EURO 2024 Song,MEDUZA,2024,10114922
Delincuente,Tokischa,2022,190095480
Never Lose Me (feat. SZA & Cardi B),Flo Milli,2024,30301728
Kernkraft 400 (A Better Day),Topic,2022,171920896
SORRY NOT SORRY,"Tyler, The Creator",2023,98301770
Bad (feat. Vassy) - Radio Edit,Showtek,2014,602359731
"Sher Khul Gaye (From ""Fighter"")",Vishal-Shekhar,2023,22277518
Fever,Dua Lipa,2020,381166294
"Tiago PZK: Bzrp Music Sessions, Vol. 48",Bizarrap,2021,454467751
Hands up!,6arelyhuman,2022,144555119
Buenas,Quevedo,2023,108163942
STUPID IN LOVE (feat. HUH YUNJIN of LE SSERAFIM),MAX,2024,72492332
Let Her Go,Passenger,2012,2252713547
Put Your Records On,Ritt Momney,2020,600521313
So Am I,Ava Max,2019,570045987
Slide,Calvin Harris,2017,1044358962
Feel Good Inc.,Gorillaz,2005,1407382497
Me And My Broken Heart,Rixton,2014,733931275
"Baguettes in the Face (feat. NAV, Playboi Carti & A Boogie Wit da Hoodie)",Mustard,2019,332224927
Bachpan Ka Pyaar,Badshah,2021,25893883
GIRL LIKE ME,Black Eyed Peas,2020,529404392
Blinding Lights - Instrumental,The Weeknd,2020,5191059
Wildest Dreams (Taylor's Version),Taylor Swift,2021,732118596
Here With Me,Marshmello,2019,676451716
Ain't Your Mama,Jennifer Lopez,2016,478791369
Rock My Body,R3HAB,2023,155454907
TWINNEM,Coi Leray,2021,34116353
Mood,Makar,2022,86132200
TU$$I (with Dei V),YOVNGCHIMI,2023,94305899
"Duki: Bzrp Music Sessions, Vol. 50",Bizarrap,2022,158017957
The Bones,Maren Morris,2019,461420009
Good News,Mac Miller,2020,447761883
Mejor Que Yo,Anuel AA,2023,81623095
Wiggle (feat. Snoop Dogg),Jason Derulo,2013,458706557
Evoque Prata,MC MENOR HR,2022,224150665
Last Heartbreak Song,Ayra Starr,2024,6073281
MIDDLE CHILD,PnB Rock,2019,143152814
Pakistan,D-Block Europe,2023,43844757
Beat the Odds,Lil Tjay,2022,115581471
Barely Breathing,Grant Averill,2021,1479227
All Around The World (La La La),R3HAB,2019,654965766
"You're On Your Own, Kid",Taylor Swift,2022,587555589
Already Rich,Yeat,2023,156047755
Bandana,Shubh,2024,41479958
Bruises,Lewis Capaldi,2017,1135588382
exile (feat. Bon Iver),Taylor Swift,2020,757789027
THE GIRLS - BLACKPINK THE GAME OST,BLACKPINK,2023,116539504
Raja Ji,Pawan Singh,2023,27244358
Love Sosa,Chief Keef,2012,757522352
HIND'S HALL,Macklemore,2024,22463244
Skibidi,Little Big,2018,46872738
I'm Geekin,DDG,2023,76004507
Sunrise,Morgan Wallen,2023,104516305
ME! (feat. Brendon Urie of Panic! At The Disco),Taylor Swift,2019,859985881
Para de Mentir,Oruam,2023,44091443
TRYNA MAKE SURE,Moneybagg Yo,2024,5588636
Bella y Sensual,Romeo Santos,2017,494373634
Bertahan Terluka,Fabio Asher,2022,171663870
if looks could kill,Destroy Lonely,2023,88771696
Save Me The Trouble,Dan + Shay,2023,28945482
Marisola - Remix,Cris Mj,2022,325264193
Trampoline,SHAED,2018,229366200
Alone (with Nicki Minaj),Kim Petras,2023,79045342
Te Vi,Piso 21,2018,752708868
I Wanna Be Yours,Arctic Monkeys,2013,2185240293
Boyfriend,Justin Bieber,2012,538918222
PARANOIA,HEARTSTEEL,2023,77600263
Story of My Life,One Direction,2013,1275036167
Black Summer,Red Hot Chili Peppers,2022,128264127
Devil You Know,Tyler Braden,2024,37634335
run for the hills,Tate McRae,2023,120880428
I Know - PR1ISVX Edit,Kanii,2023,152454686
Wish,Diler Kharkiya,2020,10848948
Let Me Love You,Mario,2004,971172980
Sofia,Alvaro Soler,2016,353525330
Beso (Fruta Fresca),Wakyin,2023,26036782
Ya Lili,Balti,2017,54678867
Those Eyes,New West,2019,785139012
Little Foot Big Foot (feat. Young Nudy),Childish Gambino,2024,7362358
Girl On Fire,Alicia Keys,2012,646295324
Like I Want You,Giveon,2019,382565051
"Naiyo Lagda (From ""Kisi Ka Bhai Kisi Ki Jaan"")",Himesh Reshammiya,2023,5828713
Black Magic,Little Mix,2015,642037328
Budapest,George Ezra,2013,1142061871
Mi Tesoro (feat. Nicky Jam),Zion & Lennox,2016,162240700
ERE,juan karlos,2023,117290821
Alcohol-Free,TWICE,2021,224295163
Bad boy,Marwa Loud,2018,228588822
Voices In My Head,Falling In Reverse,2022,122568479
LA NENA,Lyanno,2024,29683046
Better Now,Post Malone,2018,1953403531
Hati-Hati di Jalan,Tulus,2022,306652166
Quicksand,Morray,2020,92536126
Singapur,El Alfa,2020,200520284
Just Dance,Lady Gaga,2008,1062571821
Tom's Diner,AnnenMayKantereit,2019,296543065
La Jeepeta - Remix,Nio Garcia,2020,672449007
Ojos Marrones,Dos Waves,2023,2307
Marvins Room,Drake,2011,597923434
The Motto,Drake,2011,549699659
Hot (feat. Gunna),Young Thug,2019,387820994
Skibidi Toilet,Lil Big Stack,2023,8388731
moment,Vierre Cloud,2019,383570519
Heaven Takes You Home,Swedish House Mafia,2022,248202976
Far Away (2020 Remaster),Nickelback,2020,378296524
God Damn,Badshah,2024,34233316
Razzi Bolja,Harjeet Deewana,2021,14329936
"Tested, Approved & Trusted",Burna Boy,2023,42115225
GALOPA,PEDRO SAMPAIO,2021,210287302
Reckless,Madison Beer,2021,504851489
Paint The Town Red,Doja Cat,2023,1065399331
BEST ON EARTH (feat. BIA) - Bonus,Russ,2019,236121136
Drunk (And I Don't Wanna Go Home),Elle King,2021,198817832
Overdrive,Post Malone,2023,130236751
Cuando Nadie Ve,Morat,2018,621596476
Freak (feat. REI AMI),Sub Urban,2020,193103080
Sugar Rush Ride,TOMORROW X TOGETHER,2023,178523233
Me Escap?,DobleP,2023,36559856
Sakhiyaan,Maninder Buttar,2018,177496669
Aynen,Heijan,2023,66701855
IDGAF,Dua Lipa,2017,1583012380
Maniac,Conan Gray,2019,845222205
Si Supieras,Daddy Yankee,2019,306404848
Love Someone,Lukas Graham,2018,753200066
Dance Alone,Sia,2024,25180079
Suano,NTG,2024,15333864
Heart On Ice,Rod Wave,2019,320136804
POP/STARS,K/DA,2018,352999804
Ring (feat. Kehlani),Cardi B,2018,242105356
Potion (with Dua Lipa & Young Thug),Calvin Harris,2022,221965013
"Young, Wild & Free (feat. Bruno Mars)",Snoop Dogg,2011,1431126152
NEW MAGIC WAND,"Tyler, The Creator",2019,617991511
Taaron Ke Shehar,Neha Kakkar,2020,95962246
Monster,LUM!X,2019,324575469
River (feat. Ed Sheeran),Eminem,2017,830410811
Churchill Downs (feat. Drake),Jack Harlow,2022,153857576
Wide Awake,Katy Perry,2012,447997798
Lush Life,Zara Larsson,2015,1429205245
Kitty,Kenia OS,2024,23061213
"O Bedardeya (From ""Tu Jhoothi Main Makkaar"")",Pritam,2023,184580310
Wildberry Lillet,Nina Chuba,2022,161145820
Amapiano,Asake,2023,68990989
M.A (Mejores Amigos),BM,2022,179475517
Take A Bite,beabadoobee,2024,18634348
Dream Girl - Remix,Ir Sais,2019,289196126
Me Enamor?,Shakira,2017,388986035
Gimmie A Light,Ice Spice,2024,8734499
on the street (with J. Cole),j-hope,2023,183683364
LOST FOREVER,Travis Scott,2023,66878719
Bad and Boujee (feat. Lil Uzi Vert),Migos,2016,936450891
What Ifs (feat. Lauren Alaina),Kane Brown,2016,516523975
I Got Love,MiyaGi,2018,136456221
SET ME FREE,TWICE,2023,117186345
Say Something,A Great Big World,2013,1064534331
Cake By The Ocean - Cover,MUSIC LAB JPN,2023,1617307191
Por Dentro,Rels B,2023,105759424
You Belong With Me,Taylor Swift,2008,643828366
"Sex, Drugs, Etc.",Beach Weather,2016,818926915
Tchuco Nela,MC Rogerinho,2022,154127881
Californication,Red Hot Chili Peppers,1999,1405353677
La Mordidita,Ricky Martin,2015,301574752
Drowning (feat. Kodak Black),A Boogie Wit da Hoodie,2017,921936314
One in a Million,Bebe Rexha,2023,109868838
Playing Games,Summer Walker,2019,177369022
Often,The Weeknd,2014,982399328
Better Things,aespa,2023,72446983
CCC - Remix,Michelle Maciel,2023,127818826
Carnival,Kanye West,2024,465320426
Swag Se Swagat,Neha Bhasin,2017,22317486
SEVILLA,Thrife,2022,26054526
Chana Tera Shukriya,Tanveer Anjum,2023,9015
Caramelo - Remix,Leoo Remix,2020,144767
GHOST!,phonk.me,2022,127080399
CUTE DEPRESSED,Dyan Dxddy,2024,54477192
Inolvidable,Ovy On The Drums,2020,256133319
Lioness,Swedish House Mafia,2024,2480498
Zombie,Bad Wolves,2018,391235723
NI BIEN NI MAL,Bad Bunny,2018,461199840
My Heart Goes (La Di Da),Becky Hill,2021,300361628
Candy Shop,50 Cent,2005,954807024
ONLY,LeeHi,2021,335212411
Avalon,$uicideboy$,2021,204669341
Gas Pedal,Sage The Gemini,2013,253903241
Landmines,Sum 41,2023,18708085
Flowers,Miley Cyrus,2023,2031280633
"Mnike (feat. DJ Maphorisa, Nandipha808, Ceeka RSA & Tyron Dee)",Tyler ICU,2023,54611633
DANCE CRIP,Trueno,2021,265253887
stellar,.diedlonely,2023,44235866
En Tu Perra Vida,Grupo Firme,2021,265126606
Malibu,Miley Cyrus,2017,810044838
Skin and Bones,David Kushner,2024,70354552
Shut up My Moms Calling - (Sped Up),Hotel Ugly,2022,428290193
Spinnin,Connor Price,2022,164206429
Baby Shark,Super Simple Songs,2017,53980875
BARBIEZ,Fuerza Regida,2023,90149537
"Coca Cola (From ""Luka Chuppi"")",Tony Kakkar,2019,84890640
Los Botones Azules,Junior H,2022,409608018
All By Myself,Alok,2022,153478699
Dj Balada Boa X Pika Pika Kawenimeri,DJ USUP,2022,302568
Time of Our Lives,Pitbull,2014,1283683926
Blood // Water,grandson,2017,658966178
Famous Hoes,NLE Choppa,2019,126680278
AMOR PROPIO,Grupo Frontera,2023,59582290
Wreckage,Pearl Jam,2024,6247901
This Town,Niall Horan,2016,957810500
Lil Bit,Nelly,2020,250828412
Nenas,Anni K,2022,22362
Rainy Days,V,2023,253540909
Disaster,KSLV Noh,2021,258379092
Feelings,Sumit Goswami,2020,42067554
Trouble With A Heartbreak,Jason Aldean,2022,54488988
Los Collares,Oscar Maydon,2022,332741927
BLAQ ON BLAQ (feat. Luciano),HoodBlaq,2024,8033479
Memories (feat. Kid Cudi),Kid Cudi,2008,923932404
It's That Time,Marlon Hoffstadt,2023,29365536
Do Not Climb,Claps,2023,2723
Bakkal Amca,Kukuli,2021,5755295
Martes 13,Luis R Conriquez,2024,12809544
BellaBella,Vanco,2017,3835
Long Journey,Rod Wave,2023,26215354
Die A Happy Man,Thomas Rhett,2015,622198235
Cab In A Solo,Scotty McCreery,2023,11614161
Bachke Bachke (feat. Yarah),Karan Aujla,2023,53303131
Fed Up,Ghostemane,2020,219841054
Slide,H.E.R.,2019,224529894
"Udd Jaa Kaale Kaava (From ""Gadar 2"")",Udit Narayan,2023,4527224
Be The One,Eli Brown,2023,75309953
Top 10 staTues tHat CriEd bloOd,Bring Me The Horizon,2024,13330547
This City,Sam Fischer,2018,633467655
Last Time I Saw You,Nicki Minaj,2023,66513420
Precision,Big Sean,2024,7569031
Did Me Wrong,A Boogie Wit da Hoodie,2023,32916107
Cry No More (feat. Tay Keith),Headie One,2024,13712090
Get Back,Pop Smoke,2020,355137565
Panic Room,Au/Ra,2018,256361762
DJ BIWIR BEUREUM-BEUREUM JAWER HAYAM PANO COKLAT KOPI SUSU - RUNTAH,DJ MANIKCI REMIX,2022,5101261
Noticed,Lil Mosey,2018,727014998
Shoota (feat. Lil Uzi Vert),Playboi Carti,2018,686323132
Happy Birthday,Jovanie,2019,37866
The Greatest,Sia,2016,669427500
Ignite,Alan Walker,2018,339954855
Sharing Locations (feat. Lil Baby & Lil Durk),Meek Mill,2021,172558590
Vette Motors,YoungBoy Never Broke Again,2022,80585683
Only Fine Girl,Spyro,2023,2490826
EVIL EMPIRE,Lil Mabu,2024,6097493
Overwhelmed,Royal & the Serpent,2020,189175699
Good as Hell,Lizzo,2016,627625151
Caroline,Amin?,2016,761038233
Mon ami,Tiesco le sultan,2023,9452
Zombie Dance with New DB Heroes,D Billions,2023,37396
Adictiva,Daddy Yankee,2018,428271245
Kitsch,IVE,2023,146489854
Rewrite The Stars,Zac Efron,2017,989608207
Hype Boy,NewJeans,2022,541018402
Enchanted (Taylor's Version),Taylor Swift,2023,285889664
Legends Never Die,League of Legends,2017,595564275
BLEED,The Kid LAROI,2023,66555473
IDGAF,Lucixn,2023,1577904955
Desde Esa Noche,Thalia,2016,322003779
SOS (feat. Aloe Blacc),Avicii,2019,763658190
Pulsar Bike,Bheems Ceciroleo,2023,39057770
FRANCHISE (feat. Young Thug & M.I.A.),Travis Scott,2020,278032053
Kya Baat Ay,Harrdy Sandhu,2018,115373265
Do not touch,MISAMO,2023,65157999
PERSIAN RUGS,PARTYNEXTDOOR,2020,113153819
Romeo Juliet - Title Song,Akassh,2024,15619
Ambition For Cash,Key Glock,2021,315336758
Besito,Soy Pau,2023,6220250
Be Kind (with Halsey),Marshmello,2020,664972754
I GOT YOU,TWICE,2024,56463608
CCC,Michelle Maciel,2023,205855278
Dime,El Malilla,2024,40072883
Do you like yogurt,Pierce,2023,2508
I Can Fix Him (No Really I Can),Taylor Swift,2024,92296736
Jee Ni Lagda,Karan Aujla,2023,56798458
Sudden Shower,Eclipse,2024,25974901
Nira Ishq,Guri,2019,102266938
lo que hay x aqu?,Rels B,2023,223617742
Los Cachos,Piso 21,2022,281927185
Jugnu,Badshah,2021,162005746
nE !?,Lvbel C5,2024,24176156
Graduation (with Juice WRLD),benny blanco,2019,358055646
Fim de Semana no Rio,Teto,2022,174165147
Best Time,Brent Faiyaz,2023,149609501
Hot N*gga,Bobby Shmurda,2014,491313680
For Tonight,Giveon,2021,259405297
Barely Holdin' On,Polo G,2023,49246411
Lihim,Arthur Miguel,2023,68411628
Shake It Off (Taylor's Version),Taylor Swift,2023,118707702
DICE AND ROLL,Odetari,2024,34391822
Clara Bow,Taylor Swift,2024,83518075
Witchy (feat. Childish Gambino),KAYTRANADA,2024,3663303
About Damn Time,Lizzo,2022,846772236
0800 HEAVEN,Nathan Dawe,2023,68189858
Hallelujah,Pentatonix,2016,441916342
You can't control my heart,Kurochuu,2024,24071511
March Madness,Future,2015,169574765
Never Gonna Not Dance Again,P!nk,2022,162054666
Que Calor (with J Balvin & El Alfa),Major Lazer,2018,433664050
Make No Sense,YoungBoy Never Broke Again,2019,404692736
STARGAZING,Travis Scott,2018,740409304
WTFYM,Future,2024,17192758
All My Life,Falling In Reverse,2024,4094651
If You Want Love,NF,2017,493699616
Revenge,XXXTENTACION,2017,1356969354
Savage Love,Jason Derulo,2020,3369
White Iverson,Post Malone,2013,1135209969
Hola - Remix,Dalex,2019,708615717
The Black Dog,Taylor Swift,2024,81662552
Say Something (feat. Chris Stapleton),Justin Timberlake,2018,505748520
I Know,Kanii,2023,49939720
lost souls,Baby Keem,2021,206432478
Hold Me Closer,Elton John,2017,400479389
Se Joga no Passinho,Brisa Star,2021,110101642
Girls,aespa,2022,115406939
Classic,MKTO,2012,1350428257
The Last Goodbye (feat. Bettye LaVette),ODESZA,2022,122957173
The Weekend,SZA,2017,537523729
Overloading (OVERDOSE),Mavins,2022,58523865
shipping,great area,2022,130895
Stole the Show,Kygo,2015,964765127
Mood - Remix,Zero Two,2021,10265841
Chasing After You (with Maren Morris),Ryan Hurd,2021,198942707
Kini Ecko Pergi Meninggalkanku,Ecko Show,2022,3479935
LOOOVE (feat. Kid Cudi),Travis Scott,2023,72380469
10 Freaky Girls (with 21 Savage),Metro Boomin,2018,630863087
Bahagiaku Sederhana,Jamik Jams,2021,271438
"Paint It, Black",The Rolling Stones,2023,1196773729
Beautiful People (Stay High),The Black Keys,2024,11742947
UNA CERVEZA,Fuerza Regida,2023,159876075
Down With Me,Lil Tecca,2024,65300464
"SG (with Ozuna, Megan Thee Stallion & LISA of BLACKPINK)",DJ Snake,2021,289013053
Pink Friday Girls,Nicki Minaj,2023,63109089
Teresa & Maria,alyona alyona,2024,31380070
Conversations,Juice WRLD,2020,407701213
Rake It Up,Yo Gotti,2017,365789171
De Vuelta Pa' La Vuelta,Daddy Yankee,2020,164788147
Sunshine,OneRepublic,2021,426609723
Walk,Kodak Black,2022,62323136
9 bis 9,SIRA,2023,107950388
Versace on the Floor,Bruno Mars,2016,797648369
Bailando,El Jordan 23,2022,138986512
Runaway (U & I) [Dance],MELON,2023,13502324
Hasta la Miel Amarga (feat. Grupo Firme),"Luis Angel ""El Flaco""",2020,164007720
Buss It,Erica Banks,2020,145000664
Five Nights at Freddy's,The Newton Brothers,2023,17822349
BODYGUARD,Beyonc?,2024,56412921
Matte Black,$uicideboy$,2022,162889846
Animals,Martin Garrix,2013,413855724
"Akh Lad Jaave (From ""Loveyatri"")",Badshah,2018,97600091
Uhaw,Dilaw,2022,42862565
FRIKI,Feid,2021,255973824
GOAT,Number_i,2024,34820660
Bondade de Deus,Isaias Saad,2022,91842323
Let The Light In (feat. Father John Misty),Lana Del Rey,2023,240686521
NINNIN JACK,IMP.,2024,207454
Love 119,RIIZE,2024,40415304
Jar of Hearts,Christina Perri,2010,534874667
UP,INNA,2021,35440292
Gotta Move On (feat. Bryson Tiller),Diddy,2023,44931644
LOS APARATOS,El Alfa,2022,137720938
I GUESS I'M IN LOVE,Clinton Kane,2021,416972132
Angry,The Rolling Stones,2023,31185560
SWEET / I THOUGHT YOU WANTED TO DANCE,"Tyler, The Creator",2021,269671235
Yes I'm A Mess,AJR,2023,43940810
Try,P!nk,2012,662971898
Saiyaan Ji,Yo Yo Honey Singh,2021,39793463
VVS Switch,Pressure 9X19,2023,44343451
Can I Call You Tonight?,Dayglow,2018,596164214
Sweet Child O' Mine,Guns N' Roses,1987,1879386440
DISPO,KAROL G,2023,113567783
Obsessed,Riar Saab,2022,161366691
